compound_name,inchikey,molecule_chembl_id,activity_id,assay_chembl_id,assay_type,assay_description,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,pchembl_value,document_chembl_id
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835675,CHEMBL917598,F,Antimalarial activity against chloroquine-susceptible Plasmodium falciparum D10,CHEMBL364,Plasmodium falciparum,IC90,=,41270.0,nM,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835676,CHEMBL917599,F,Antimalarial activity against chloroquine-resistant Plasmodium falciparum Dd2,CHEMBL364,Plasmodium falciparum,IC50,=,27450.0,nM,4.56,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835678,CHEMBL917599,F,Antimalarial activity against chloroquine-resistant Plasmodium falciparum Dd2,CHEMBL364,Plasmodium falciparum,IC90,=,49420.0,nM,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835686,CHEMBL917600,F,Antimalarial activity against chloroquine-resistant Plasmodium falciparum 7G8,CHEMBL364,Plasmodium falciparum,IC50,=,29610.0,nM,4.53,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835688,CHEMBL917600,F,Antimalarial activity against chloroquine-resistant Plasmodium falciparum 7G8,CHEMBL364,Plasmodium falciparum,IC90,=,53290.0,nM,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835702,CHEMBL917601,F,Growth inhibition of chloroquine-susceptible Plasmodium falciparum 3D7 at 5 uM,CHEMBL364,Plasmodium falciparum,Activity,,,,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835703,CHEMBL917602,F,Growth inhibition of chloroquine-susceptible Plasmodium falciparum 3D7 at 20 uM,CHEMBL364,Plasmodium falciparum,Activity,,,,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835705,CHEMBL917603,F,Growth inhibition of chloroquine-resistant Plasmodium falciparum 7G8 at 5 uM,CHEMBL364,Plasmodium falciparum,Activity,,,,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835706,CHEMBL916675,F,Growth inhibition of chloroquine-resistant Plasmodium falciparum 7G8 at 20 uM,CHEMBL364,Plasmodium falciparum,Activity,,,,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835709,CHEMBL917605,F,Increase of Plasmodium falciparum 3D7 mitochondrial DNA damage by real-time PCR analysis,CHEMBL612545,Unchecked,Activity,,,,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835711,CHEMBL917606,F,Increase of Plasmodium falciparum 3D7 nuclear DNA damage by real-time PCR analysis,CHEMBL612545,Unchecked,Activity,,,,,CHEMBL1142205
Curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,CHEMBL140,1835712,CHEMBL917607,F,Increased DNA damage in Plasmodium falciparum after 12 hrs in TUNEL assay,CHEMBL364,Plasmodium falciparum,Activity,,,,,CHEMBL1142205
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,11460929,CHEMBL2114730,F,PubChem BioAssay. Cell Proliferation Assay against the TMD8 Cell Line (Caspase readout at 16 hrs). (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,37221.2,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,11463970,CHEMBL2114770,F,PubChem BioAssay. qHTS Assay for Identification of Small Molecule Antagonists for NFkB Signaling Pathway. (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,29824.5,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,11578791,CHEMBL2114777,F,PubChem BioAssay. Cell Proliferation Assay against a hMSC Cell Line. (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,26.4,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,11582575,CHEMBL2114779,F,PubChem BioAssay. Cytotoxicity counterscreen for NFkB agonists and antagonists. (Class of assay: confirmatory) ,CHEMBL3879801,NON-PROTEIN TARGET,Potency,,18654.8,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,11838293,CHEMBL2114803,F,PubChem BioAssay. Cell Proliferation Assay against the TMD8 Cell Line (Caspase readout at 8 hrs). (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,33173.4,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,13972298,CHEMBL3135537,F,Induction of morphological changes in red fluorescent labelled human MDA-MB-231 cells assessed as rounded-up cells at 6.25 to 1000 nM after 16 hrs by microscopic analysis,CHEMBL400,MDA-MB-231,Activity,,,,,CHEMBL3132762
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,13972309,CHEMBL3135549,F,Growth inhibition of human MDA-MB-231 cells after 3 days by DAPI staining,CHEMBL400,MDA-MB-231,GI50,=,25.0,nM,,CHEMBL3132762
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,13972310,CHEMBL3135550,B,Inhibition of B-Raf activated MEK2 (unknown origin) assessed as ERK2-mediated MBP phosphorylation after 30 mins by ELISA,CHEMBL2964,Dual specificity mitogen-activated protein kinase kinase 2,IC50,=,1.6,nM,8.80,CHEMBL3132762
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,13972311,CHEMBL3136009,B,Inhibition of B-Raf activated MEK1 (unknown origin) assessed as ERK2-mediated MBP phosphorylation after 30 mins by ELISA,CHEMBL3587,Dual specificity mitogen-activated protein kinase kinase 1,IC50,=,3.4,nM,8.47,CHEMBL3132762
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,14458437,CHEMBL3214970,F,PubChem BioAssay. qHTS Assay for Identifying Gametocytocidal Compounds.   (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,935.0,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,14767030,CHEMBL3301365,A,"ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.",CHEMBL612558,ADMET,PPB,,99.05,%,,CHEMBL3301361
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,15547571,CHEMBL3562067,F,PubChem BioAssay. Immunotoxin (HA22) sensitization/mitigation study - treatment arm (low dose).   (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,23485.0,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,15550215,CHEMBL3562018,F,PubChem BioAssay. Immunotoxin (SS1P) sensitization/mitigation study - treatment arm.   (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,16626.1,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,15557734,CHEMBL3562034,F,PubChem BioAssay. Immunotoxin (SS1P) sensitization/mitigation study. Vehicle arm (DMEM).   (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,29565.9,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,15571854,CHEMBL3562002,F,PubChem BioAssay. Immunotoxin (HA22) sensitization/mitigation study. Vehicle arm (PBS).   (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,29565.9,nM,,CHEMBL1201862
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,15718865,CHEMBL3620373,A,Effective half life in patient,CHEMBL372,Homo sapiens,T1/2,>,40.0,hr,,CHEMBL3616393
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,15718866,CHEMBL3620372,A,Plasma half life in po dosed Sprague-Dawley rat,CHEMBL376,Rattus norvegicus,T1/2,>,30.0,hr,,CHEMBL3616393
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878480,CHEMBL3880489,F,Growth inhibition of human MDA-MB-175-VII cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,96.0,nM,7.02,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878482,CHEMBL3880490,F,Growth inhibition of human EFM19 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,>,1000.0,nM,,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878484,CHEMBL3880491,F,Growth inhibition of human RKO cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,18.0,nM,7.75,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878486,CHEMBL3880492,F,Growth inhibition of human HCT8 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,55.0,nM,7.26,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878488,CHEMBL3880493,F,Growth inhibition of human NCI-H508 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,23.0,nM,7.64,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878490,CHEMBL3880494,F,Growth inhibition of human DLD1 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,632.0,nM,6.20,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878492,CHEMBL3880495,F,Growth inhibition of human T84 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,61.0,nM,7.21,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878494,CHEMBL3880496,F,Growth inhibition of human KM12 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,23.0,nM,7.64,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878496,CHEMBL3880497,F,Growth inhibition of human SW837 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,74.0,nM,7.13,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878498,CHEMBL3880498,F,Growth inhibition of human LS1034 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,5.0,nM,8.30,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878500,CHEMBL3880499,F,Growth inhibition of human COLO205 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,1.0,nM,9.00,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878502,CHEMBL3880500,F,Growth inhibition of human SW1463 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,4.0,nM,8.40,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878504,CHEMBL3880501,F,Growth inhibition of human HT-29 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,2.0,nM,8.70,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878506,CHEMBL3880502,F,Growth inhibition of human SW480 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,37.0,nM,7.43,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878508,CHEMBL3880503,F,Growth inhibition of human SW1417 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,3.0,nM,8.52,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878510,CHEMBL3880504,F,Growth inhibition of human COR-L23 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,329.0,nM,6.48,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878512,CHEMBL3880505,F,Growth inhibition of human A549 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,34.0,nM,7.47,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878514,CHEMBL3880506,F,Growth inhibition of human NCI-H1355 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,52.0,nM,7.28,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878516,CHEMBL3880507,F,Growth inhibition of human NCI-H1792 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,53.0,nM,7.28,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878518,CHEMBL3880508,F,Growth inhibition of human NCI-H23 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,29.0,nM,7.54,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878520,CHEMBL3880509,F,Growth inhibition of human Calu6 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,4.0,nM,8.40,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878522,CHEMBL3880510,F,Growth inhibition of human MV522 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,2.0,nM,8.70,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878524,CHEMBL3880511,F,Growth inhibition of human NCI-H1155 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,>,1000.0,nM,,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878526,CHEMBL3880512,F,Growth inhibition of human SW1573 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,>,1000.0,nM,,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878528,CHEMBL3880513,F,Growth inhibition of human HOP62 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,>,1000.0,nM,,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878530,CHEMBL3880514,F,Growth inhibition of human SW900 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,127.0,nM,6.90,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878532,CHEMBL3880515,F,Growth inhibition of human A427 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,22.0,nM,7.66,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878534,CHEMBL3880516,F,Growth inhibition of human HCC827 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,>,1000.0,nM,,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878536,CHEMBL3880517,F,Growth inhibition of human Calu3 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,158.0,nM,6.80,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878538,CHEMBL3880518,F,Growth inhibition of human NCI-H727 cells incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,2.0,nM,8.70,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878540,CHEMBL3880519,F,Growth inhibition of human MDA-MB-175-VII cells at 1:10 molar ratio of compound in presence of N-{(1S)-2-amino-1-[(3-fluorophenyl)methyl]ethyl}-5-chloro-4-(4-chloro-1-methyl-1H-pyrazol-5-yl)-2-thiophenecar- boxamide incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,16.0,nM,7.80,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878541,CHEMBL3880520,F,Growth inhibition of human EFM19 cells at 1:10 molar ratio of compound in presence of N-{(1S)-2-amino-1-[(3-fluorophenyl)methyl]ethyl}-5-chloro-4-(4-chloro-1-methyl-1H-pyrazol-5-yl)-2-thiophenecar- boxamide incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,30.0,nM,7.52,CHEMBL3880386
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL2103875,16878542,CHEMBL3880521,F,Growth inhibition of human RKO cells at 1:10 molar ratio of compound in presence of N-{(1S)-2-amino-1-[(3-fluorophenyl)methyl]ethyl}-5-chloro-4-(4-chloro-1-methyl-1H-pyrazol-5-yl)-2-thiophenecar- boxamide incubated for 72 hrs by Cell-titer-Glo reagent based assay,CHEMBL3879801,NON-PROTEIN TARGET,IC50,=,5.0,nM,8.30,CHEMBL3880386
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,10949234,CHEMBL2051076,B,Inhibition of human SGLT2 expressed in CHO-K1 cells by [14C]AMG uptake assay,CHEMBL3884,Sodium/glucose cotransporter 2,IC50,=,6.7,nM,8.17,CHEMBL2046440
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,10949252,CHEMBL2051077,B,Inhibition of human SGLT1 expressed in CHO-K1 cells by [14C]AMG uptake assay,CHEMBL4979,Sodium/glucose cotransporter 1,IC50,=,1900.0,nM,5.72,CHEMBL2046440
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,10949270,CHEMBL2051078,B,"Selectivity index, ratio of IC50 for human SGLT1 to IC50 for human SGLT2",CHEMBL612545,Unchecked,Ratio IC50,=,280.0,,,CHEMBL2046440
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,10949288,CHEMBL2051079,A,Inhibition of CYP3A4 using BFC substrate in which compound added to reaction mixture simultaneously with BFC substrate by fluorometric assay,CHEMBL340,Cytochrome P450 3A4,IC50,,,,,CHEMBL2046440
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,10949306,CHEMBL2051080,A,Inhibition of CYP3A4 using BFC substrate in which compound added to reaction mixture before addition of BFC substrate by fluorometric assay,CHEMBL340,Cytochrome P450 3A4,IC50,,,,,CHEMBL2046440
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,10949324,CHEMBL2051190,A,"Potency index, ratio of IC50 for CYP3A4 (unknown origin) using BFC substrate in which compound added to reaction mixture simultaneously with BFC substrate to IC50 for CYP3A4 using BFC substrate in which compound added to reaction mixture before addition of BFC substrate",CHEMBL340,Cytochrome P450 3A4,Ratio IC50,,,,,CHEMBL2046440
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,18072008,CHEMBL4015660,F,"Antidiabetic activity in rhesus monkey assessed as increase in urinary glucose excrection at 25 mg/kg, po administered as single dose 30 mins prior to glucose challenge and subsequent re-feeding after 1 hr of glucose challenge measured less than 3 days",CHEMBL614875,Rhesus monkey,Activity,,,,,CHEMBL4014312
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,18072026,CHEMBL4015644,B,Inhibition of human SGLT2 expressed in CHO cells assessed as decrease in uptake of [14C]AMG after 120 mins by TopCount method,CHEMBL3884,Sodium/glucose cotransporter 2,IC50,=,2.2,nM,8.66,CHEMBL4014312
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,18072034,CHEMBL4015645,B,Inhibition of human SGLT1 expressed in CHO cells assessed as decrease in uptake of [14C]AMG after 120 mins by TopCount method,CHEMBL4979,Sodium/glucose cotransporter 1,IC50,=,265.0,nM,6.58,CHEMBL4014312
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,18072042,CHEMBL4015646,B,Selectivity ratio of IC50 for human SGLT1 expressed in CHO cells to IC50 for human SGLT2 expressed in CHO cells,CHEMBL612545,Unchecked,Ratio IC50,=,120.0,,,CHEMBL4014312
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,18072063,CHEMBL4015654,F,"Antidiabetic activity in Sprague-Dawley rat assessed as increase in urinary glucose excrection at 1 to 10 mg/kg, po administered as single dose 30 mins prior to glucose challenge and subsequent re-feeding after 1 hr of glucose challenge measured after 24 hrs relative to vehicle-treated control",CHEMBL376,Rattus norvegicus,Activity,,,,,CHEMBL4014312
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,18665719,CHEMBL4233439,B,Inhibition of SGLT2 (unknown origin),CHEMBL3884,Sodium/glucose cotransporter 2,IC50,=,2.2,nM,8.66,CHEMBL4229423
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,18832846,CHEMBL4303805,F,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells at 10 uM after 48 hours by high content imaging,CHEMBL4303835,SARS-CoV-2,Inhibition,=,7.31,%,,CHEMBL4303101
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,18835395,CHEMBL4303810,F,Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits),CHEMBL4303835,SARS-CoV-2,Hit score,=,0.2292,,,CHEMBL4303122
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,19001155,CHEMBL4343612,B,Inhibition of human SGLT1,CHEMBL4979,Sodium/glucose cotransporter 1,IC50,=,684.0,nM,6.17,CHEMBL4342422
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,19001164,CHEMBL4343613,B,Inhibition of human SGLT2,CHEMBL3884,Sodium/glucose cotransporter 2,IC50,=,4.4,nM,8.36,CHEMBL4342422
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,19001183,CHEMBL4343622,B,Selectivity ratio of IC50 for inhibition of human SGLT1 to IC50 for inhibition of human SGLT2,CHEMBL612545,Unchecked,Ratio IC50,=,155.0,,,CHEMBL4342422
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,19005389,CHEMBL4344292,B,Inhibition of SGLT1 (unknown origin),CHEMBL4979,Sodium/glucose cotransporter 1,EC50,=,910.0,nM,6.04,CHEMBL4342459
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,19005390,CHEMBL4344293,B,Inhibition of SGLT2 (unknown origin),CHEMBL3884,Sodium/glucose cotransporter 2,EC50,=,2.2,nM,8.66,CHEMBL4342459
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,19957860,CHEMBL4495582,F,SARS-CoV-2 3CL-Pro protease inhibition percentage at 20µM  by FRET kind of response from peptide substrate,CHEMBL4523582,Replicase polyprotein 1ab,Inhibition,=,13.64,%,,CHEMBL4495564
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,19963773,CHEMBL4495582,F,SARS-CoV-2 3CL-Pro protease inhibition percentage at 20µM  by FRET kind of response from peptide substrate,CHEMBL4523582,Replicase polyprotein 1ab,Inhibition,=,16.16,%,,CHEMBL4495564
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,20151670,CHEMBL4513082,F,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,CHEMBL4303835,SARS-CoV-2,Inhibition,=,-0.14,%,,CHEMBL4495565
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,20152355,CHEMBL4513082,F,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,CHEMBL4303835,SARS-CoV-2,Inhibition,=,0.05,%,,CHEMBL4495565
Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,22073640,CHEMBL4513082,F,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,CHEMBL4303835,SARS-CoV-2,Inhibition,=,0.05,%,,CHEMBL4495565
