compound_name,inchikey,molecule_chembl_id,activity_id,assay_chembl_id,assay_type,assay_description,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,pchembl_value,document_chembl_id
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1043998,CHEMBL700022,F,Compound level in L1210 cells after 72 h,CHEMBL386,L1210,Level,=,41.0,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1043999,CHEMBL694262,F,Compound level in DFMO-treated HT-29 cells at 0 h,CHEMBL384,HT-29,Level,=,0.3,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044000,CHEMBL692768,F,Compound level in DFMO-treated HT-29 cells after 72 h,CHEMBL384,HT-29,Level,=,0.7,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044001,CHEMBL692663,F,Compound level in 72 hr DFMO (5 mM)-treated HT-29 cells after exposure to 10 uM spermidine,CHEMBL384,HT-29,Level,=,23.6,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044002,CHEMBL692658,F,Compound level in 72 h DFMO (5 mM)-treated HT-29 cells after exposure to 10 uM 1-methylspermidine; below detection limits of 0.2 nM/mg,CHEMBL384,HT-29,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044003,CHEMBL692763,F,Compound level in 72 h DFMO (5 mM)-treated HT-29 cells after exposure to 25 uM spermidine,CHEMBL384,HT-29,Level,=,25.1,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044004,CHEMBL692757,F,Compound level in 72 hr DFMO (5 mM)-treated HT-29 cells after exposure to 25 uM 1-methylspermidine; below detection limits of 0.2 nM/mg,CHEMBL384,HT-29,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044005,CHEMBL692666,F,Compound level in 72 hr DFMO (5 mM)-treated HT-29 cells after exposure to 10 uM spermine,CHEMBL384,HT-29,Level,=,7.9,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044006,CHEMBL692660,F,Compound level in 72 hr DFMO (5 mM)-treated HT-29 cells after exposure to 10 uM 1-methylspermine,CHEMBL384,HT-29,Level,=,0.4,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044007,CHEMBL692669,F,Compound level in 72 hr DFMO (5 mM)-treated HT-29 cells after exposure to 15 uM spermine,CHEMBL384,HT-29,Level,=,4.8,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044008,CHEMBL692759,F,Compound level in 72 hr DFMO (5 mM)-treated HT-29 cells after exposure to 25 uM 1-methylspermine,CHEMBL384,HT-29,Level,=,0.3,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044009,CHEMBL694265,F,Compound level in HT-29 cells after 72 h,CHEMBL384,HT-29,Level,=,9.8,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044010,CHEMBL694262,F,Compound level in DFMO-treated HT-29 cells at 0 h,CHEMBL384,HT-29,Level,=,1.0,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044011,CHEMBL844402,F,Compound level in DFMO-treated HT-29 cells after 96 h,CHEMBL372,Homo sapiens,Level,=,0.4,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044012,CHEMBL880038,F,Compound level in 96 hr DFMO (5 mM)-treated HT-29 cells after exposure to 10 uM spermine,CHEMBL384,HT-29,Level,=,4.4,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044013,CHEMBL694402,F,"Compound level in 72 hr DFMO (5 mM)-treated HT-29 cells after exposure to 10 uM 1,12-dimethylspermine; below detection limits of 0.2 nM/mg",CHEMBL384,HT-29,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044014,CHEMBL692599,F,"Compound level in 72 hr DFMO (5 mM)-treated HT-29 cells after exposure to 25 uM 1,12-dimethylspermine; below detection limits of 0.2 nM/mg",CHEMBL384,HT-29,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044015,CHEMBL694267,F,Compound level in HT-29 cells after 96 h,CHEMBL384,HT-29,Level,=,13.4,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044016,CHEMBL802536,F,Compound level in DFMO-treated SV3T3 cells at 0 h,CHEMBL614941,SV3T3,Level,=,0.3,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044017,CHEMBL802534,F,Compound level in DFMO-treated SV3T3 cells after 72 h; below detection limits of 0.05 nM/mg,CHEMBL614941,SV3T3,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044018,CHEMBL807401,F,Compound level in 72 h DFMO (5 mM)-treated SV3T3 cells after exposure to 1 uM spermidine; below detection limits of 0.05 nM/mg,CHEMBL614941,SV3T3,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044019,CHEMBL807396,F,Compound level in 72 hr DFMO (5 mM)-treated SV3T3 cells after exposure to 1 uM 1-methylspermidine; below detection limits of 0.05 nM/mg,CHEMBL614941,SV3T3,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044020,CHEMBL804648,F,Compound level in 72 hr DFMO (5 mM)-treated SV3T3 cells after exposure to 10 uM spermidine,CHEMBL614941,SV3T3,Level,=,8.7,nM (mg of protein)-1,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044021,CHEMBL807407,F,Compound level in 72 hr DFMO (5 mM)-treated SV3T3 cells after exposure to 10 uM 1-methylspermidine; below detection limits of 0.05 nM/mg,CHEMBL614941,SV3T3,Level,=,,,,CHEMBL1125378
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,CHEMBL19612,1044022,CHEMBL805818,F,Compound level in 72 hr DFMO (5 mM)-treated SV3T3 cells after exposure to 25 uM 1-methylspermidine; below detection limits of 0.05 nM/mg,CHEMBL614941,SV3T3,Level,=,,,,CHEMBL1125378
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,207697,CHEMBL682162,B,Inhibition of [3H]17-beta-estradiol binding to human recombinant Estrogen receptor beta.,CHEMBL242,Estrogen receptor beta,EC50,=,1230.0,nM,5.91,CHEMBL1135900
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,207698,CHEMBL676811,B,Inhibition of [3H]17-beta-estradiol binding to human recombinant Estrogen receptor alpha.,CHEMBL206,Estrogen receptor,EC50,=,570.0,nM,6.24,CHEMBL1135900
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,207699,CHEMBL682160,B,Activation of estrogen response element in HeLa cells stably transfected with human Estrogen receptor beta.,CHEMBL242,Estrogen receptor beta,EC50,=,4.5,nM,8.35,CHEMBL1135900
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,207700,CHEMBL883442,B,Activation of estrogen response element in HeLa cells stably transfected with human Estrogen receptor alpha.,CHEMBL206,Estrogen receptor,EC50,=,1.5,nM,8.82,CHEMBL1135900
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,339825,CHEMBL677643,B,Percent affinity for estrogen receptor binding relative to d-estradiol,CHEMBL2094114,Estrogen receptor,Affinity,=,1.0,%,,CHEMBL1127836
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,339826,CHEMBL792541,F,Relative uterotrophic activity in immature female Sprague-Dawley rats,CHEMBL2094114,Estrogen receptor,Relative potency,<,0.1,,,CHEMBL1127836
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,828552,CHEMBL680712,B,Tested by protection experiments to demonstrate the inactivation of estradiol dehydrogenase and the kinetic parameter Kapp was reported at a concentration of 20 uM,CHEMBL3181,17-beta-hydroxysteroid dehydrogenase type 1,K app,=,0.01,min-1,,CHEMBL1125169
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,1056307,CHEMBL679678,B,Estrogen receptor (ER) binding affinity,CHEMBL2093866,Estrogen receptor,Ka,=,807000000.0,M-1,,CHEMBL1130222
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,1056308,CHEMBL710197,F,Growth response in cultures of MCF-7 (human breast cancer cell line) cells,CHEMBL387,MCF7,EC50,=,0.382,nM,9.42,CHEMBL1130222
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,1215063,CHEMBL673847,B,Relative binding affinity for human estrogen receptor alpha,CHEMBL206,Estrogen receptor,RBA,=,2.2,,,CHEMBL1131638
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,1273151,CHEMBL679624,B,Binding affinity for rat uterine estrogen receptor,CHEMBL2094114,Estrogen receptor,Binding,=,1.0,%,,CHEMBL1129126
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,1273152,CHEMBL789918,F,Uterotrophic effect in immature female Sprague-Dawley rats,CHEMBL2094114,Estrogen receptor,Relative uterotrophic activity,<,0.1,,,CHEMBL1129126
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,1605613,CHEMBL872182,B,Inhibitory concentration against recombinant rat androgen receptor expressed in Escherichia coli using [3H]methyltrienolone (R 1881),CHEMBL3072,Androgen receptor,IC50,=,75857.76,nM,4.12,CHEMBL1141069
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,3229885,CHEMBL1106724,B,Inhibition of human 17beta-HSD7 expressed in HEK293 cells assessed as inhibition of reduction of [14C]estrone into [14C]estradiol at 0.3 uM after 7 hrs,CHEMBL5999,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,Inhibition,,,%,,CHEMBL1154295
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,3230016,CHEMBL1106725,B,Inhibition of human 17beta-HSD7 expressed in HEK293 cells assessed as inhibition of reduction of [14C]estrone into [14C]estradiol at 3 uM after 7 hrs,CHEMBL5999,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,Inhibition,=,0.0,%,,CHEMBL1154295
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,3418502,CHEMBL1226314,F,Agonist activity at GFP-tagged GPR30 expressed in COS7 cells assessed as half life for increase in intracellular calcium level at 1 uM by spectrofluorimetry,CHEMBL5872,G-protein coupled estrogen receptor 1,Activity,,,,,CHEMBL1221181
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,3418507,CHEMBL1226317,F,Agonist activity at GFP-tagged ERalpha expressed in COS7 cells assessed as increase in intracellular calcium level at 1 uM by spectrofluorimetry,CHEMBL206,Estrogen receptor,Activity,,,,,CHEMBL1221181
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,3418508,CHEMBL1226318,F,Agonist activity at GFP-tagged ERbeta expressed in COS7 cells assessed as increase in intracellular calcium level at 1 uM by spectrofluorimetry,CHEMBL242,Estrogen receptor beta,Activity,,,,,CHEMBL1221181
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,5683302,CHEMBL1738442,F,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404],CHEMBL6032,Histone-lysine N-methyltransferase EHMT2,Potency,,6309.6,nM,,CHEMBL1201862
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,6469807,CHEMBL1794364,F,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of estrogen receptor alpha signaling. (Class of assay: confirmatory) ,CHEMBL206,Estrogen receptor,Potency,,4.0,nM,,CHEMBL1201862
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,7460785,CHEMBL1794382,F,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of glucocorticoid receptor signaling. (Class of assay: confirmatory) ,CHEMBL2034,Glucocorticoid receptor,Potency,,12589.3,nM,,CHEMBL1201862
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,7565640,CHEMBL1908080,A,Specific activity of expressed human recombinant UGT1A1,CHEMBL1287617,UDP-glucuronosyltransferase 1A1,Activity,=,0.0,pm/min/mg,,CHEMBL1907987
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,11827083,CHEMBL2114797,F,PubChem BioAssay. qHTS assay for small molecule activators of the rat pregnane X receptor (rPXR) signaling pathway. (Class of assay: confirmatory) ,CHEMBL2146315,Nuclear receptor subfamily 1 group I member 2,Potency,,39810.7,nM,,CHEMBL1201862
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,14154032,CHEMBL3215169,B,PubChem BioAssay. qHTS for Inhibitors of binding or entry into cells for Lassa Virus.   (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,28183.8,nM,,CHEMBL1201862
17alpha-estradiol,VOXZDWNPVJITMN-SFFUCWETSA-N,CHEMBL286452,14164413,CHEMBL3215112,F,PubChem BioAssay. qHTS assay for small molecule activators of the human pregnane X receptor (PXR) signaling pathway.   (Class of assay: confirmatory) ,CHEMBL612546,Molecular identity unknown,Potency,,39810.7,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2460258,CHEMBL958721,B,Binding affinity to BH3 binding groove of BclXL,CHEMBL3817,Bcl2-associated agonist of cell death,Ki,<,0.5,nM,,CHEMBL1157388
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474047,CHEMBL985387,F,Cytotoxicity against IL3-dependent mouse FL5.12 cells overexpressing human Bcl2 assessed as cell viability after 24 hrs by MTS assay in absence of serum,CHEMBL3879801,NON-PROTEIN TARGET,EC50,=,5.9,nM,8.23,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474064,CHEMBL985388,F,Cytotoxicity against IL3-dependent mouse FL5.12 cells overexpressing human Bcl-XL assessed as cell viability after 24 hrs by MTS assay in absence of serum,CHEMBL3879801,NON-PROTEIN TARGET,EC50,=,4.2,nM,8.38,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474079,CHEMBL985389,F,Cytotoxicity against human NCI-H146 cells assessed as cell viability after 48 hrs in presence of 10% human serum,CHEMBL3879801,NON-PROTEIN TARGET,EC50,=,86.7,nM,7.06,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474094,CHEMBL985391,A,"AUC in Sprague-Dawley rat at 5 mg/kg, po",CHEMBL376,Rattus norvegicus,AUC,=,6101.18,ng.hr.mL-1,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474100,CHEMBL985393,F,"Ratio of AUC for Sprague-Dawley rat at 5 mg/kg, po to EC50 for human NCI-H146 cells in presence of 10% human serum",CHEMBL612545,Unchecked,Ratio,=,72.2,,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474106,CHEMBL985394,A,"AUC in CD1 mouse at 50 mg/kg, po",CHEMBL375,Mus musculus,AUC,=,55261.52,ng.hr.mL-1,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474110,CHEMBL985395,A,"AUC in Beagle dog at 2.5 mg/kg, iv or po",CHEMBL373,Canis familiaris,AUC,=,27094.71,ng.hr.mL-1,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474111,CHEMBL985396,A,"AUC in cynomolgus monkey at 2.5 mg/kg, po",CHEMBL613847,Cynomolgus monkey,AUC,=,6442.3,ng.hr.mL-1,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474131,CHEMBL985385,B,Displacement of fluorescein labeled BAD peptide from Bcl-XL by fluorescence polarization assay,CHEMBL3817,Bcl2-associated agonist of cell death,Ki,<,1.0,nM,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474149,CHEMBL985386,B,Displacement of fluorescein labeled Bax peptide from Bcl2 by fluorescence polarization assay,CHEMBL4860,Apoptosis regulator Bcl-2,Ki,<,1.0,nM,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474150,CHEMBL985397,A,Oral elimination half life in Sprague-Dawley rat,CHEMBL376,Rattus norvegicus,T1/2,=,4.0,hr,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474151,CHEMBL985398,A,Oral elimination half life in CD1 mouse,CHEMBL375,Mus musculus,T1/2,=,4.0,hr,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474152,CHEMBL985399,A,Oral elimination half life in Beagle dog,CHEMBL373,Canis familiaris,T1/2,=,4.0,hr,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474153,CHEMBL985400,A,Oral elimination half life in cynomolgus monkey,CHEMBL613847,Cynomolgus monkey,T1/2,=,4.0,hr,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474154,CHEMBL985401,A,Oral bioavailability in CD1 mouse,CHEMBL375,Mus musculus,F,=,20.0,%,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474155,CHEMBL985402,A,Oral bioavailability in Beagle dog,CHEMBL373,Canis familiaris,F,=,20.0,%,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474156,CHEMBL985403,A,Oral bioavailability in cynomolgus monkey,CHEMBL613847,Cynomolgus monkey,F,=,20.0,%,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474157,CHEMBL985404,F,"Antitumor activity against human NCI-H146 cells xenografted C.B-17 SCID-bg mouse assessed as inhibition of tumor growth at 100 mg/kg, po daily once for 21 days",CHEMBL3879801,NON-PROTEIN TARGET,TGI,=,100.0,%,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474158,CHEMBL985392,A,Oral bioavailability in Sprague-Dawley rat at 5 mg/kg,CHEMBL376,Rattus norvegicus,F,=,20.0,%,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474159,CHEMBL990639,A,Oral bioavailability in Sprague-Dawley rat,CHEMBL376,Rattus norvegicus,F,=,20.0,%,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,2474160,CHEMBL990640,T,"Toxicity against human NCI-H146 cells xenografted C.B-17 SCID-bg mouse assessed as weight loss at 100 mg/kg, po daily once for 21 days",CHEMBL375,Mus musculus,Activity,<,5.0,%,,CHEMBL1142517
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,3121856,CHEMBL1072270,B,Binding affinity to Bcl-xL by competitive fluorescence polarization assay,CHEMBL4625,Bcl-2-like protein 1,Ki,<,1.0,nM,,CHEMBL1157656
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,3526124,CHEMBL1274437,B,Binding affinity to Bcl-xl,CHEMBL4625,Bcl-2-like protein 1,Ki,=,36.0,nM,7.44,CHEMBL1268954
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,5295734,CHEMBL1693337,F,Cytotoxicity against human NCI-H1963 after 48 hrs by MTS assay in presence of 10% human serum,CHEMBL2366075,NCI-H1963,EC50,=,51.0,nM,7.29,CHEMBL1687940
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,5295742,CHEMBL1693336,F,Cytotoxicity against human NCI-H889 after 48 hrs by MTS assay in presence of 10% human serum,CHEMBL2366169,NCI-H889,EC50,=,120.0,nM,6.92,CHEMBL1687940
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,5295750,CHEMBL1693335,F,Cytotoxicity against human NCI-H146 after 48 hrs by MTS assay in presence of 10% human serum,CHEMBL3879801,NON-PROTEIN TARGET,EC50,=,80.0,nM,7.10,CHEMBL1687940
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,6748993,CHEMBL1794483,F,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Iota. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588623],CHEMBL5391,DNA polymerase iota,Potency,,39810.7,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,6857041,CHEMBL1794486,F,PUBCHEM_BIOASSAY: qHTS Assay for the Inhibitors of Human Flap endonuclease 1 (FEN1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488813],CHEMBL5027,Flap endonuclease 1,Potency,,89125.1,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,7044352,CHEMBL1794536,F,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Kappa. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588638],CHEMBL5365,DNA polymerase kappa,Potency,,44668.4,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,7067877,CHEMBL1794553,F,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b: Cytotox Counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588855, AID588860]",CHEMBL395,HepG2,Potency,,5623.4,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,7298060,CHEMBL1794584,F,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588856, AID588860]",CHEMBL1293258,Mothers against decapentaplegic homolog 3,Potency,,3162.3,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,10054745,CHEMBL1963893,F,PUBCHEM_BIOASSAY: qHTS for Inducers of the Endoplasmic Reticulum Stress Response (ERSR) in Human Glioma: qHTS. (Class of assay: confirmatory) ,CHEMBL1781865,Endoplasmic reticulum chaperone BiP,Potency,,22387.2,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,10894431,CHEMBL2034050,F,Induction of apoptosis in human SU-DHL4 cells assessed as cytochrome c release at 0.1 to 10 uM after 24 hrs by Western blot analysis,CHEMBL613711,SUD4,Activity,,,,,CHEMBL2029223
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,10894432,CHEMBL2034350,F,Induction of apoptosis in human SU-DHL4 cells assessed as BAK oligomerization at 0.1 to 10 uM after 24 hrs by Western blot analysis,CHEMBL613711,SUD4,Activity,,,,,CHEMBL2029223
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,11457312,CHEMBL2114730,F,PubChem BioAssay. Cell Proliferation Assay against the TMD8 Cell Line (Caspase readout at 16 hrs). (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,2635.1,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,11460337,CHEMBL2114770,F,PubChem BioAssay. qHTS Assay for Identification of Small Molecule Antagonists for NFkB Signaling Pathway. (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,14947.7,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,11575173,CHEMBL2114777,F,PubChem BioAssay. Cell Proliferation Assay against a hMSC Cell Line. (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,5.9,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,11582444,CHEMBL2114779,F,PubChem BioAssay. Cytotoxicity counterscreen for NFkB agonists and antagonists. (Class of assay: confirmatory) ,CHEMBL3879801,NON-PROTEIN TARGET,Potency,,4176.3,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,11834654,CHEMBL2114803,F,PubChem BioAssay. Cell Proliferation Assay against the TMD8 Cell Line (Caspase readout at 8 hrs). (Class of assay: confirmatory) ,CHEMBL612545,Unchecked,Potency,,29565.9,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,12098479,CHEMBL2173861,F,Induction of apoptosis in human NCI-H146 cells assessed as caspase 3 activation at 30 nM after 24 hrs by Western blot analysis,CHEMBL4523572,NCI-H146,Activity,,,,,CHEMBL2169845
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,12098480,CHEMBL2173862,F,Induction of apoptosis in human NCI-H146 cells assessed as PARP cleavage at 30 nM after 24 hrs by Western blot analysis,CHEMBL4523572,NCI-H146,Activity,,,,,CHEMBL2169845
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,12098501,CHEMBL2173953,F,Induction of apoptosis in human NCI-H146 cells assessed as cell viability at 30 to 100 nM after 24 hrs by trypan blue exclusion assay,CHEMBL4523572,NCI-H146,Activity,>,50.0,%,,CHEMBL2169845
